date,account,ticker,shares,entry_price,exit_price,close_type,pnl_abs,pnl_pct
2026-03-04,INDIVIDUAL,ASTS,100,81.7500,104.11,CC_MANUAL_EXIT,1019.00,12.46INDIVIDUAL-NFLX-2026-04-18
,,TOTAL,,,,,1019.00,
